Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,emi_burden,risk_score,age_group,anomaly_flag,is_anomaly,zscore_anomaly
10075,0,0.32556985,33,0,2635.0,5400.0,7,0,1,0,0.0,0.4878726161821884,1054.19534191,Mid,-1,1,0
10085,0,0.385183833,58,0,3003.0,5400.0,19,0,2,1,0.0,0.5560081466395111,1201.4311102998,Senior,-1,1,0
10093,0,0.013420406,39,0,3042.0,5400.0,6,0,1,0,0.0,0.5632290316608035,1216.8080522436,Mid,-1,1,0
10098,0,0.0,56,0,1476.5,1.0,6,0,1,0,0.0,738.25,590.6,Senior,-1,1,1
10181,0,0.288892592,37,0,5000.0,5400.0,7,0,2,0,0.0,0.925754489909276,2000.1733355552,Mid,-1,1,0
10182,0,0.275368906,66,0,3192.0,5400.0,12,0,2,0,0.0,0.5910016663580818,1276.9652213436002,Senior,-1,1,0
10196,0,0.039706212,72,0,3049.0,5400.0,9,0,2,0,0.0,0.5645250879466766,1219.6238237272,Senior,-1,1,0
10203,0,0.918117344,31,0,1645.0,5400.0,11,0,1,0,1.0,0.3045732271801518,658.5508704064,Mid,-1,1,0
10223,1,0.888712953,59,5,3252.0,5400.0,12,1,2,0,0.0,0.6021107202369932,1301.3332277718002,Senior,-1,1,0
10245,0,0.9999999,37,2,2568.0,5400.0,5,0,2,1,0.0,0.4754675060174042,1027.79999994,Mid,-1,1,0
10268,1,0.883861846,47,3,2078.0,5400.0,3,0,1,1,0.0,0.3847435660062951,831.7303171076001,Mid,-1,1,0
10269,0,0.222724703,44,2,3073.0,5400.0,7,0,1,0,0.0,0.5689687094982411,1229.3336348218,Mid,-1,1,0
10304,0,0.172310218,35,1,2855.0,5400.0,6,0,2,0,0.0,0.5286058137381966,1142.1033861308,Mid,-1,1,0
10320,0,0.050314013,54,0,3583.0,5400.0,22,0,1,0,2.0,0.6633956674689873,1433.2301884078,Senior,-1,1,0
10363,0,0.005356952,67,0,6824.0,5400.0,13,0,5,0,0.0,1.26346972782818,2729.6032141712003,Senior,-1,1,1
10378,0,0.011217505,68,1,4016.0,5400.0,8,0,3,0,0.0,0.7435660062951305,1606.406730503,Senior,-1,1,0
10394,0,0.133982483,55,0,1615.0,1.0,13,0,1,0,0.0,807.5,646.0803894898,Senior,-1,1,1
10406,0,0.9999999,48,0,8155.0,5400.0,3,0,2,0,0.0,1.5099055730420292,3262.59999994,Mid,-1,1,1
10419,0,0.900616891,63,2,3231.0,5400.0,11,0,2,2,0.0,0.5982225513793742,1292.9403701346,Senior,-1,1,0
10431,0,0.11823528,45,0,5228.0,5400.0,4,0,2,0,0.0,0.967968894649139,2091.2709411680003,Mid,-1,1,0
10462,0,0.32089535,58,0,3266.0,5400.0,6,0,2,0,5.0,0.6047028328087392,1306.59253721,Senior,-1,1,0
10478,0,0.417055646,54,0,4915.0,5400.0,14,0,2,0,0.0,0.9100166635808185,1966.2502333876,Senior,-1,1,0
10525,0,0.478152839,42,0,3127.0,5400.0,7,0,2,0,7.0,0.5789668579892613,1251.0868917034002,Mid,-1,1,0
10540,0,0.567986749,27,0,1171.0,5400.0,11,0,2,0,2.0,0.2168117015367524,468.74079204940006,Young,-1,1,0
10572,0,0.546062564,56,0,2810.0,1.0,15,0,3,0,1.0,1405.0,1124.3276375384,Senior,-1,1,1
10636,1,0.725076887,71,0,1888.0,5400.0,9,0,0,0,0.0,0.3495648953897426,755.6350461322,Senior,-1,1,0
10751,0,0.368372275,61,0,1291.0,1.0,5,0,1,0,0.0,645.5,516.6210233649999,Senior,-1,1,1
10756,0,0.108087584,49,0,3843.0,5400.0,5,0,1,0,0.0,0.7115349009442696,1537.2648525504,Mid,-1,1,0
10804,0,0.9999999,55,0,3150.0,5400.0,5,0,2,0,3.0,0.5832253286428439,1260.59999994,Senior,-1,1,0
10814,0,0.981990011,57,0,3448.0,5400.0,7,0,2,0,0.0,0.6384002962414368,1379.7891940066002,Senior,-1,1,0
10815,0,0.682687821,49,0,3153.0,5400.0,7,0,2,0,3.0,0.5837807813367895,1261.6096126926,Mid,-1,1,0
10886,0,0.796210862,60,0,4845.0,5400.0,26,0,2,1,0.0,0.8970561007220885,1938.4777265172,Senior,-1,1,0
10888,0,0.393344201,31,0,2910.0,5400.0,6,0,1,0,0.0,0.5387891131271987,1164.2360065206,Mid,-1,1,0
10889,0,0.04011314,46,1,3599.0,5400.0,5,0,2,0,0.0,0.6663580818366969,1439.6240678840002,Mid,-1,1,0
10916,0,0.74219821,60,0,3409.0,5400.0,8,0,2,0,1.0,0.6311794112201444,1364.0453189260002,Senior,-1,1,0
10918,0,0.543600433,60,0,6285.0,5400.0,13,0,3,0,0.0,1.16367339381596,2514.3261602598,Senior,-1,1,0
10941,0,0.152291904,48,0,3190.0,5400.0,7,0,1,0,0.0,0.5906313645621182,1276.0913751424,Mid,-1,1,0
10945,0,0.283168458,55,0,3608.0,5400.0,9,0,2,0,0.0,0.6680244399185336,1443.3699010748,Senior,-1,1,0
10951,0,0.047369328,45,0,4105.0,5400.0,18,0,2,0,0.0,0.7600444362155157,1642.0284215968,Mid,-1,1,0
11003,0,0.162223176,69,0,4385.0,5400.0,8,0,2,0,0.0,0.8118866876504351,1754.0973339056,Senior,-1,1,0
11011,0,0.346517302,31,0,3163.0,5400.0,11,0,1,0,0.0,0.585632290316608,1265.4079103812,Mid,-1,1,0
11012,0,0.040612792,62,0,3587.0,5400.0,7,0,1,0,0.0,0.6641362710609147,1434.8243676752002,Senior,-1,1,0
11035,0,0.036387054,48,0,3717.0,5400.0,9,0,3,0,0.0,0.6882058877985558,1486.8218322324,Mid,-1,1,0
11043,0,0.613071472,65,0,2959.0,5400.0,7,0,2,0,0.0,0.5478615071283096,1183.9678428832,Senior,-1,1,0
11047,0,0.079282883,44,0,3615.0,5400.0,6,0,1,0,0.0,0.6693204962044066,1446.0475697298,Mid,-1,1,0
11056,0,0.31868248,64,0,3109.0,5400.0,5,0,2,0,2.0,0.5756341418255878,1243.791209488,Senior,-1,1,0
11078,0,0.9999999,48,0,3474.0,5400.0,6,0,2,0,0.0,0.643214219588965,1390.1999999400002,Mid,-1,1,0
11105,0,0.524376262,67,0,2709.0,5400.0,8,0,1,0,0.0,0.5015737826328458,1083.9146257572002,Senior,-1,1,0
11149,0,0.790010499,63,0,2197.0,5400.0,4,0,0,0,0.0,0.4067765228661359,879.2740062994001,Senior,-1,1,0
11155,0,0.0,27,0,3427.0,5400.0,20,0,2,0,0.0,0.6345121273838178,1370.8000000000002,Young,-1,1,0
11165,0,0.449883786,65,0,4098.0,5400.0,9,0,1,0,0.0,0.7587483799296426,1639.4699302716,Senior,-1,1,0
11235,0,0.931825674,60,0,5979.0,5400.0,6,0,2,0,0.0,1.1070172190335124,2392.1590954044,Senior,-1,1,0
11266,0,0.106689331,45,0,4345.0,5400.0,10,0,2,0,0.0,0.8044806517311609,1738.0640135986,Mid,-1,1,0
11303,1,0.912257769,34,0,1608.0,1.0,9,0,3,0,3.0,804.0,643.7473546614001,Mid,-1,1,1
11314,0,0.669107448,68,0,2535.0,5400.0,7,0,1,0,0.0,0.4693575263840029,1014.4014644688,Senior,-1,1,0
11340,1,0.506188855,44,0,2591.0,5400.0,6,0,1,1,0.0,0.4797259766709869,1036.703713313,Mid,-1,1,0
11349,0,0.015432819,51,0,7793.0,5400.0,10,0,5,0,0.0,1.4428809479725977,3117.2092596914003,Senior,-1,1,1
11380,0,0.458525869,58,0,4362.0,5400.0,12,0,2,0,0.0,0.8076282169968524,1745.0751155214002,Senior,-1,1,0
11388,0,0.047126786,66,0,8489.0,5400.0,13,0,9,0,0.0,1.5717459729679688,3395.6282760716003,Senior,-1,1,1
11394,0,0.940191161,61,0,5111.0,5400.0,12,0,2,0,0.0,0.946306239585262,2044.9641146966,Senior,-1,1,0
11412,0,0.37729195,50,0,3383.0,5400.0,14,0,2,0,0.0,0.6263654878726161,1353.42637517,Mid,-1,1,0
11428,0,0.011536233,64,0,4272.0,5400.0,10,0,2,0,0.0,0.7909646361784854,1708.8069217398,Senior,-1,1,0
11460,0,0.130220414,57,0,4497.0,5400.0,7,0,1,0,0.0,0.8326235882244029,1798.8781322484,Senior,-1,1,0
11467,1,0.986575264,47,1,3205.0,5400.0,9,5,1,3,0.0,0.5934086280318459,1282.5919451584,Mid,-1,1,0
11471,0,0.299339064,66,0,6237.0,5400.0,11,0,2,0,1.0,1.154786150712831,2494.9796034384003,Senior,-1,1,0
11488,0,0.148462124,57,2,3465.0,5400.0,11,0,2,0,2.0,0.6415478615071283,1386.0890772744,Senior,-1,1,0
11495,0,0.704242874,50,0,7899.0,5400.0,30,0,1,0,0.0,1.4625069431586744,3160.0225457244005,Mid,-1,1,1
11524,1,0.630144195,53,0,2829.0,5400.0,9,0,1,0,0.0,0.5237918903906684,1131.978086517,Senior,-1,1,0
11556,0,0.000599691,39,0,1120.5,1.0,6,0,2,0,2.0,560.25,448.20035981460006,Mid,-1,1,1
11557,0,0.050885017,44,1,3806.0,5400.0,13,0,6,0,0.0,0.7046843177189409,1522.4305310102002,Mid,-1,1,0
11573,0,0.09571992,70,0,3826.0,5400.0,13,0,2,0,0.0,0.708387335678578,1530.457431952,Senior,-1,1,0
11591,1,0.334703316,42,0,5152.0,5400.0,14,0,2,0,0.0,0.953897426402518,2061.0008219896004,Mid,-1,1,0
11620,0,0.397704381,70,1,3012.0,5400.0,12,0,1,0,0.0,0.5576745047213479,1205.0386226286,Senior,-1,1,0
11658,0,0.738104538,72,0,3235.0,5400.0,10,0,0,0,0.0,0.5989631549713016,1294.4428627228,Senior,-1,1,0
11664,0,0.280819592,62,0,4603.0,5400.0,14,0,2,0,0.0,0.8522495834104795,1841.3684917552,Senior,-1,1,0
11703,0,0.0,50,0,3300.0,5400.0,7,0,1,0,3.0,0.6109979633401222,1320.0,Mid,-1,1,0
11732,0,0.14687257,58,0,3823.0,5400.0,7,1,2,0,0.0,0.7078318829846325,1529.288123542,Senior,-1,1,0
11747,0,0.881752288,41,0,2878.0,5400.0,7,0,1,0,2.0,0.5328642843917794,1151.7290513728,Mid,-1,1,0
11757,0,0.536677835,59,0,4004.0,5400.0,19,0,1,0,0.0,0.7413441955193483,1601.922006701,Senior,-1,1,0
11763,1,0.0,61,0,3325.0,5400.0,10,0,2,0,0.0,0.6156267357896685,1330.0,Senior,-1,1,0
11792,0,0.967903183,67,0,1472.0,5400.0,12,0,0,0,0.0,0.2725421218292909,589.3807419098001,Senior,-1,1,0
11794,0,0.279616862,41,0,2669.0,5400.0,15,0,1,0,0.0,0.4941677467135715,1067.7677701172,Mid,-1,1,0
11874,0,0.380132723,60,0,4269.0,5400.0,18,0,2,0,0.0,0.7904091834845399,1707.8280796338,Senior,-1,1,0
11889,0,0.495104259,57,1,3079.0,5400.0,14,1,2,0,1.0,0.5700796148861322,1231.8970625554002,Senior,-1,1,0
11920,0,0.831944537,63,0,2950.0,5400.0,8,0,1,0,0.0,0.5461951490464729,1180.4991667222,Senior,-1,1,0
11945,0,0.104676397,52,0,4292.0,5400.0,11,0,3,0,0.0,0.7946676541381226,1716.8628058382,Senior,-1,1,0
11991,0,0.0,70,0,3831.0,5400.0,6,0,1,0,0.0,0.7093130901684873,1532.4,Senior,-1,1,0
11993,0,0.082730576,74,0,2440.0,5400.0,3,0,1,0,0.0,0.4517681910757267,976.0496383456,Senior,-1,1,0
12001,0,0.04076509,48,0,5308.0,5400.0,12,0,4,0,1.0,0.9827809664876874,2123.2244590540004,Mid,-1,1,0
12009,0,0.638274131,53,0,3616.0,5400.0,14,0,1,0,0.0,0.6695056471023885,1446.7829644786,Senior,-1,1,0
12025,0,0.078093281,55,0,3887.0,5400.0,7,0,1,0,0.0,0.7196815404554712,1554.8468559686005,Senior,-1,1,0
12032,0,0.829323481,57,1,5162.0,5400.0,10,0,3,0,0.0,0.9557489353823366,2065.2975940886004,Senior,-1,1,0
12034,0,0.465633175,60,1,3320.0,5400.0,11,0,1,0,0.0,0.6147009812997593,1328.279379905,Senior,-1,1,0
12036,0,0.582243867,45,0,5732.0,5400.0,10,0,4,0,3.0,1.061284947231994,2293.1493463202,Mid,-1,1,0
12064,0,0.437451097,47,0,4790.0,5400.0,14,0,2,0,2.0,0.8868728013330864,1916.2624706582,Mid,-1,1,0
12131,0,0.9999999,70,0,1450.0,5400.0,7,0,1,0,0.0,0.26846880207369,580.59999994,Senior,-1,1,0
12146,0,0.998447095,44,0,3831.0,5400.0,8,0,2,0,4.0,0.7093130901684873,1532.999068257,Mid,-1,1,0
12172,0,0.820072388,59,0,2250.0,5400.0,7,0,1,0,0.0,0.4165895204591742,900.4920434328,Senior,-1,1,0
12215,0,0.066895981,48,0,3258.0,5400.0,8,0,1,0,0.0,0.6032216256248842,1303.2401375886,Mid,-1,1,0
12243,0,0.214238629,23,0,139.5,1.0,5,0,0,0,0.0,69.75,55.9285431774,Young,-1,1,0
12262,0,0.805415122,38,1,2057.0,5400.0,10,0,0,1,0.0,0.3808553971486761,823.2832490732001,Mid,-1,1,0
12269,1,0.815450444,26,1,913.0,5400.0,2,3,0,0,0.0,0.1690427698574338,365.68927026640006,Young,-1,1,0
12368,0,0.525560116,63,0,2476.0,5400.0,13,0,2,0,3.0,0.4584336234030735,990.7153360696,Senior,-1,1,0
12383,0,0.357539058,53,1,3857.0,5400.0,24,0,1,0,0.0,0.7141270135160156,1543.0145234348,Senior,-1,1,0
12397,0,0.42919045,55,0,5786.0,5400.0,15,0,3,0,4.0,1.0712830957230142,2314.65751427,Senior,-1,1,0
12425,0,0.086688569,63,1,3881.0,5400.0,12,0,1,0,0.0,0.7185706350675801,1552.4520131414,Senior,-1,1,0
12438,1,0.138416335,66,0,4562.0,5400.0,8,0,2,0,0.0,0.8446583965932235,1824.883049801,Senior,-1,1,0
12479,0,0.329798591,29,0,3343.0,5400.0,9,0,3,0,0.0,0.618959451953342,1337.3978791546,Young,-1,1,0
12499,0,0.0,75,0,3396.0,5400.0,11,0,4,0,0.0,0.6287724495463803,1358.4,Senior,-1,1,0
12504,0,0.042417241,42,0,3357.0,5400.0,6,0,1,0,0.0,0.621551564525088,1342.8254503446,Mid,-1,1,0
12509,0,0.0,43,0,3688.0,5400.0,7,0,1,0,0.0,0.682836511757082,1475.2,Mid,-1,1,0
12518,0,0.2885785,65,0,3865.0,5400.0,10,0,1,1,0.0,0.7156082206998704,1546.1731471,Senior,-1,1,0
12528,0,0.013469681,68,0,4611.0,5400.0,8,0,1,0,0.0,0.8537307905943344,1844.4080818086,Senior,-1,1,0
12539,0,0.000687479,61,0,3212.0,5400.0,6,0,2,0,0.0,0.594704684317719,1284.8004124874,Senior,-1,1,0
12541,0,0.9999999,63,0,1726.0,5400.0,2,0,1,0,0.0,0.3195704499166821,690.9999999400001,Senior,-1,1,0
12560,0,0.774548761,56,1,2756.0,5400.0,7,0,1,0,0.0,0.510275874837993,1102.8647292566002,Senior,-1,1,0
12608,0,0.929023151,51,3,5392.0,5400.0,15,0,3,2,1.0,0.9983336419181632,2157.3574138906,Senior,-1,1,0
12622,0,0.017871865,63,0,3050.5,1.0,9,0,2,0,2.0,1525.25,1220.210723119,Senior,-1,1,1
12623,0,0.041260269,50,0,4012.0,5400.0,4,0,2,0,0.0,0.7428254027032031,1604.8247561614005,Mid,-1,1,0
12688,0,0.035742979,63,1,6840.0,5400.0,5,0,1,0,0.0,1.2664321421958895,2736.0214457874,Senior,-1,1,1
12701,0,0.604728403,63,0,3982.0,5400.0,10,0,1,0,0.0,0.7372708757637475,1593.1628370418002,Senior,-1,1,0
12721,0,0.225737246,65,1,3447.0,5400.0,11,0,2,0,1.0,0.6382151453434549,1378.9354423476002,Senior,-1,1,0
12739,0,0.347975712,54,0,5858.0,5400.0,12,0,4,0,0.0,1.084613960377708,2343.4087854272,Senior,-1,1,0
12783,0,0.611574047,62,0,2462.0,5400.0,16,0,1,0,0.0,0.4558415108313275,985.1669444282,Senior,-1,1,0
12799,0,0.065158885,66,0,3444.0,5400.0,8,0,2,0,0.0,0.6376596926495094,1377.639095331,Senior,-1,1,0
12803,0,0.93124794,54,1,3956.0,5400.0,8,0,1,0,0.0,0.7324569524162192,1582.958748764,Senior,-1,1,0
12826,0,0.9999999,79,0,658.0,5400.0,7,0,1,0,0.0,0.1218292908720607,263.79999993999996,Senior,-1,1,0
12852,0,0.937677054,24,2,580.0,5400.0,7,0,0,0,0.0,0.107387520829476,232.5626062324,Young,-1,1,0
12857,1,0.9999999,57,1,2222.0,5400.0,7,1,2,0,0.0,0.4114052953156822,889.39999994,Senior,-1,1,0
12867,0,0.846200461,56,3,6113.0,5400.0,9,2,2,1,0.0,1.131827439363081,2445.7077202766004,Senior,-1,1,0
12893,0,0.0,43,0,3980.0,5400.0,5,0,1,0,2.0,0.7369005739677837,1592.0,Mid,-1,1,0
12947,0,0.033861014,55,0,3592.0,5400.0,17,0,2,0,0.0,0.6650620255508239,1436.8203166084002,Senior,-1,1,0
12950,1,0.42286573,55,1,2776.0,5400.0,9,0,1,0,0.0,0.5139788927976301,1110.653719438,Senior,-1,1,0
12954,0,0.004186822,29,0,2873.0,5400.0,3,0,1,0,0.0,0.5319385299018701,1149.2025120932,Young,-1,1,0
12971,0,0.014780308,65,0,7482.0,5400.0,19,0,4,0,0.0,1.3852990187002407,2992.8088681848003,Senior,-1,1,1
13017,0,0.9999999,56,0,3085.0,5400.0,3,0,1,0,4.0,0.5711905202740233,1234.59999994,Senior,-1,1,0
13066,0,0.06147429,41,0,21377.0,5400.0,13,0,7,0,0.0,3.957970746158119,8550.836884574,Mid,-1,1,1
13070,0,0.584587598,37,0,3417.0,5400.0,12,0,2,0,0.0,0.6326606184039992,1367.1507525588,Mid,-1,1,0
13086,0,0.717845118,45,0,3750.0,5400.0,15,0,2,0,2.0,0.6943158674319571,1500.4307070708,Mid,-1,1,0
13088,0,0.274919749,50,0,5463.0,5400.0,13,0,3,0,0.0,1.0114793556748751,2185.3649518494003,Mid,-1,1,0
13119,0,0.9999999,73,0,1554.0,5400.0,8,0,1,0,0.0,0.287724495463803,622.19999994,Senior,-1,1,0
13126,1,0.9999999,42,1,1701.0,5400.0,3,3,1,1,0.0,0.3149416774671357,680.9999999400001,Mid,-1,1,0
13136,0,0.956295638,45,0,3248.0,5400.0,16,0,1,0,0.0,0.6013701166450657,1299.7737773828,Mid,-1,1,0
13137,0,0.175552192,42,1,5705.0,5400.0,7,0,2,0,0.0,1.056285872986484,2282.1053313152,Mid,-1,1,0
13138,0,0.9999999,33,0,2058.0,5400.0,5,0,1,0,0.0,0.381040548046658,823.79999994,Mid,-1,1,0
13236,0,0.935120051,46,1,1585.0,1.0,12,0,1,0,1.0,792.5,634.5610720306,Mid,-1,1,1
13237,0,0.36324404,46,0,3717.0,5400.0,9,0,1,0,0.0,0.6882058877985558,1487.0179464240002,Mid,-1,1,0
13241,0,0.0,58,0,3807.0,5400.0,9,0,3,1,0.0,0.7048694686169228,1522.8000000000002,Senior,-1,1,0
13300,0,0.0,58,0,6374.0,5400.0,21,0,3,0,0.0,1.180151823736345,2549.6000000000004,Senior,-1,1,0
13311,0,0.677915261,75,0,1149.0,5400.0,4,0,1,0,0.0,0.2127383817811516,460.0067491566,Senior,-1,1,0
13312,0,0.142368241,52,0,6415.0,5400.0,13,0,4,0,1.0,1.187743010553601,2566.0854209446,Senior,-1,1,0
13322,0,0.9999999,48,1,1477.0,5400.0,3,1,1,1,0.0,0.2734678763192001,591.39999994,Mid,-1,1,0
13324,0,0.017048713,85,0,18.0,1.0,4,0,0,0,0.0,9.0,7.2102292278,Senior,-1,1,0
13334,0,0.450755076,66,0,7905.0,5400.0,13,0,4,0,0.0,1.4636178485465654,3162.2704530456,Senior,-1,1,1
13343,0,0.028257965,54,0,4637.0,5400.0,8,0,2,0,0.0,0.8585447139418626,1854.816954779,Senior,-1,1,0
13384,0,0.001685069,44,0,3468.0,5400.0,12,0,2,0,0.0,0.6421033142010739,1387.2010110414,Mid,-1,1,0
13406,0,0.279545137,63,0,3500.0,5400.0,19,0,2,0,0.0,0.6480281429364932,1400.1677270822,Senior,-1,1,0
13420,0,0.9999999,67,0,1472.0,5400.0,4,0,2,0,0.0,0.2725421218292909,589.39999994,Senior,-1,1,0
13470,0,0.89720729,51,0,5033.0,5400.0,12,0,1,0,2.0,0.9318644695426772,2013.738324374,Senior,-1,1,0
13490,0,0.513959123,38,0,11995.0,5400.0,17,0,6,0,4.0,2.220885021292353,4798.3083754738,Mid,-1,1,1
13511,0,0.039022322,38,0,2955.0,5400.0,13,0,2,0,0.0,0.5471209035363821,1182.0234133932,Mid,-1,1,0
13518,0,0.17178718,42,0,3179.0,5400.0,5,0,1,0,0.0,0.5885947046843177,1271.7030723080002,Mid,-1,1,0
13532,0,0.622465666,58,0,2962.0,5400.0,7,0,1,0,0.0,0.5484169598222551,1185.1734793996,Senior,-1,1,0
13556,0,0.088010384,44,0,3233.0,5400.0,6,0,1,0,0.0,0.598592853175338,1293.2528062304,Mid,-1,1,0
13563,0,0.9999999,48,0,7889.0,5400.0,8,0,2,0,4.0,1.4606554341788558,3156.1999999400005,Mid,-1,1,1
13583,0,0.318326265,44,0,2687.0,5400.0,10,0,1,0,2.0,0.497500462877245,1074.990995759,Mid,-1,1,0
13585,0,0.835571766,44,5,6569.0,5400.0,14,0,4,0,0.0,1.2162562488428068,2628.1013430596004,Mid,-1,1,1
13592,0,0.235450203,65,0,11300.0,5400.0,26,0,7,0,0.0,2.092205147194964,4520.1412701218,Senior,-1,1,1
13599,0,0.0,45,0,4212.0,5400.0,7,0,3,0,0.0,0.7798555822995742,1684.8000000000002,Mid,-1,1,0
13600,0,0.351847585,50,0,4535.0,5400.0,10,0,2,0,0.0,0.8396593223477133,1814.211108551,Mid,-1,1,0
13636,0,0.0,64,1,5067.0,5400.0,7,0,1,0,0.0,0.9381596000740604,2026.8,Senior,-1,1,0
13647,1,0.0,63,0,3785.0,5400.0,10,1,4,0,0.0,0.700796148861322,1514.0,Senior,-1,1,0
13657,0,0.389515783,45,0,3315.0,5400.0,8,0,1,0,0.0,0.6137752268098501,1326.2337094698,Mid,-1,1,0
13684,0,0.052907265,68,0,6783.0,5400.0,14,0,2,0,0.0,1.255878541010924,2713.2317443590005,Senior,-1,1,1
13713,0,0.752462377,50,0,2981.0,5400.0,2,0,1,0,2.0,0.5519348268839104,1192.8514774262,Mid,-1,1,0
13726,0,0.15115576,41,0,3029.0,5400.0,7,0,1,0,0.0,0.5608220699870394,1211.6906934560002,Mid,-1,1,0
13733,0,0.9999999,27,1,527.0,5400.0,2,0,0,2,3.0,0.0975745232364377,211.39999994,Young,-1,1,0
13734,0,0.9999999,57,0,2447.0,5400.0,5,0,1,0,0.0,0.4530642473615997,979.39999994,Senior,-1,1,0
13736,0,0.325186816,66,0,6322.0,5400.0,8,0,3,1,0.0,1.1705239770412887,2528.9951120896003,Senior,-1,1,0
13765,0,0.9999999,63,0,6039.0,5400.0,11,0,2,0,0.0,1.1181262729124235,2416.19999994,Senior,-1,1,0
13773,0,0.063154444,50,0,5589.0,5400.0,9,0,3,0,2.0,1.034808368820589,2235.6378926663997,Mid,-1,1,0
13846,0,0.591782909,46,0,4603.0,5400.0,8,0,1,0,0.0,0.8522495834104795,1841.5550697454,Mid,-1,1,0
13852,0,0.585508213,83,0,2353.0,5400.0,10,0,1,0,0.0,0.4356600629513053,941.5513049278,Senior,-1,1,0
13926,0,0.026062242,67,0,5970.0,5400.0,15,0,2,0,0.0,1.1053508609516756,2388.0156373452,Senior,-1,1,0
13953,0,0.491111095,55,1,4864.0,5400.0,22,0,1,0,0.0,0.9005739677837438,1945.894666657,Senior,-1,1,0
13956,0,0.181479417,34,0,4335.0,5400.0,5,0,2,0,0.0,0.8026291427513423,1734.1088876502,Mid,-1,1,0
13970,0,0.155857215,42,0,3046.0,5400.0,4,0,1,0,0.0,0.563969635252731,1218.4935143290002,Mid,-1,1,0
14010,0,0.0,30,0,2655.0,5400.0,2,0,1,0,0.0,0.4915756341418256,1062.0,Young,-1,1,0
14064,0,0.088880409,55,0,3495.0,5400.0,6,0,2,0,0.0,0.647102388446584,1398.0533282454,Senior,-1,1,0
14073,0,0.118493213,57,1,4504.0,5400.0,13,0,2,0,1.0,0.8339196445102759,1801.6710959278,Senior,-1,1,0
14087,0,0.157601175,72,0,5359.0,5400.0,20,0,2,0,0.0,0.992223662284762,2143.6945607049997,Senior,-1,1,0
14096,0,0.015392677,43,0,3566.0,5400.0,9,0,2,0,3.0,0.6602481022032957,1426.4092356062,Mid,-1,1,0
14151,0,0.506898566,40,0,4201.0,5400.0,8,0,1,0,1.0,0.7778189224217738,1680.7041391396,Mid,-1,1,0
14167,0,0.045167524,59,0,4172.0,5400.0,8,0,3,0,0.0,0.7724495463803,1668.8271005144002,Senior,-1,1,0
14175,0,0.9999999,50,0,2262.0,5400.0,4,0,2,0,0.0,0.4188113312349565,905.39999994,Mid,-1,1,0
14203,0,0.843178382,64,1,4123.0,5400.0,9,0,1,0,0.0,0.763377152379189,1649.7059070292,Senior,-1,1,0
14204,0,0.085350431,61,0,3416.0,5400.0,10,0,2,0,0.0,0.6324754675060174,1366.4512102586,Senior,-1,1,0
14226,0,0.305107796,50,0,3331.0,5400.0,11,0,2,0,0.0,0.6167376411775597,1332.5830646776,Mid,-1,1,0
14256,0,0.9999999,53,1,3140.0,5400.0,6,0,2,0,0.0,0.5813738196630254,1256.59999994,Senior,-1,1,0
14265,0,0.348465153,48,0,3268.0,5400.0,9,0,2,0,0.0,0.6050731346047028,1307.4090790918,Mid,-1,1,0
14267,0,0.019570031,69,0,4683.0,5400.0,6,0,4,0,0.0,0.867061655249028,1873.2117420186,Senior,-1,1,0
14283,0,0.157352175,65,0,4518.0,5400.0,13,0,2,0,1.0,0.8365117570820219,1807.294411305,Senior,-1,1,0
14286,0,0.0,41,0,5998.0,5400.0,6,0,3,0,0.0,1.1105350860951675,2399.2000000000003,Mid,-1,1,0
14302,0,0.455775045,56,0,3578.0,5400.0,6,0,1,0,0.0,0.662469912979078,1431.473465027,Senior,-1,1,0
14304,0,0.368567455,60,0,8511.0,5400.0,8,0,3,0,0.0,1.5758192927235697,3404.621140473,Senior,-1,1,1
14320,0,0.025617828,74,0,2801.0,5400.0,4,0,1,0,0.0,0.5186076652471765,1120.4153706968,Senior,-1,1,0
14340,0,0.239959095,56,0,3680.0,5400.0,18,0,1,0,0.0,0.6813553045732271,1472.143975457,Senior,-1,1,0
14370,0,0.382237978,36,0,4721.0,5400.0,5,0,1,0,0.0,0.8740973893723385,1888.6293427868,Mid,-1,1,0
14402,0,0.004814705,69,0,5390.0,5400.0,24,0,3,0,0.0,0.9979633401221996,2156.002888823,Senior,-1,1,0
14449,0,0.106107558,55,0,3578.0,5400.0,12,0,3,0,0.0,0.662469912979078,1431.2636645348,Senior,-1,1,0
14465,0,0.9999999,33,1,905.0,5400.0,3,2,0,0,0.0,0.1675615626735789,362.59999994,Mid,-1,1,0
14482,0,0.9999999,33,0,1054.0,5400.0,4,0,0,0,0.0,0.1951490464728754,422.19999994,Mid,-1,1,0
14535,0,0.08281258,56,0,6902.0,5400.0,24,0,2,0,0.0,1.2779114978707646,2760.849687548,Senior,-1,1,1
14556,0,0.9999999,38,0,1201.0,5400.0,5,0,1,0,0.0,0.2223662284762081,480.99999994,Mid,-1,1,0
14561,0,0.073576456,66,2,4354.0,5400.0,11,0,5,0,0.0,0.8061470098129976,1741.6441458736,Senior,-1,1,0
